"x","y","out003_land_imperviousness_density_change_2024pr","out009_tree_cover_density_2024pr","out010_tree_cover_density_change_2024pr","out011_grassland_2024pr","out012_grassland_change_2024pr","out017_land_use_and_cover_nature_2k_2024pr","out040_plant_phenology_index_total_productivity_2024pr","out057_temperature_avg_absolute_change_2024pr_rcp85","out058_potential_evapotranspiration_relative_change_2024pr_rcp85","out059_precipitation_cum_relative_change_2024pr_rcp85","out065_number_species_cum_all_2024pr","out147_land_use_and_cover_change_2024pr","standard_risk_score"
10.26675,43.91675,-0.0370010440370063,-0.746398607974291,0,1,0,0,-0.405911805320504,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-0.888309500042014
10.26725,43.91675,-0.0370010440370063,-0.746398607974291,0,1,-1,0,0.860620798631017,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-0.621776896090493
10.26775,43.91675,-0.0370010440370063,-0.746398607974291,0,1,-1,0,-0.373033481514569,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.85543117623608
10.26825,43.91675,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.824039147210426,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-2.30643684193194
10.26875,43.91675,-0.0370010440370063,-0.746398607974291,0,1,-1,0,0.99928200606643,0.281235787178422,1.29750091732569,-1.45634226185064,-0.926721045914051,0,-0.588444249205445
10.26925,43.91675,-0.0370010440370063,-0.746398607974291,0,1,-1,0,0.942102198628491,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-0.698288336918565
10.26975,43.91675,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.07134185797911,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.71173239352617
10.27025,43.91675,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.610329660510736,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.25072019605779
10.27075,43.91675,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.41091512567053,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.05130566121759
10.27125,43.91675,-0.0370010440370063,-0.746398607974291,0,0,0,0,1.81552362572944,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,0.175133090182383
10.27175,43.91675,-0.0370010440370063,1.86718964552745,0,0,0,0,0.501817638471512,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,1.4750153564262
10.26675,43.91625,-0.0370010440370063,-0.746398607974291,0,1,0,0,-0.591031388301225,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.07342908302274
10.26725,43.91625,-0.0370010440370063,0.907096001383955,0,0,0,0,-0.39519059142589,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-0.224093676789154
10.26775,43.91625,-0.0370010440370063,0.88042673349108,0,0,0,0,1.13365446634638,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,1.27808211309024
10.26825,43.91625,-0.0370010440370063,-0.746398607974291,0,1,-1,0,0.99642284129612,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-0.48597485342539
10.26875,43.91625,-0.0370010440370063,-0.746398607974291,0,1,-1,0,-0.343014104337978,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.82541179905949
10.26925,43.91625,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.693955216087927,0.281235787178422,1.29750091732569,-1.45634226185064,-0.874056765638869,0,-2.22901719108462
10.26975,43.91625,-0.0370010440370063,0.000340893026207159,0,0,0,0,-1.17283599431018,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.06648702885673
10.27025,43.91625,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.994863887402146,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.6352544229492
10.27075,43.91625,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.210071008445169,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-1.85046154399223
10.27125,43.91625,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.992004886023136,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.63239542157019
10.27175,43.91625,-0.0370010440370063,1.25379648399133,0,0,0,0,0.378880963851244,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,0.738685520269807
10.27225,43.91625,-0.0370010440370063,1.2804657518842,0,0,0,0,1.60824682376691,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,1.99472064807835
10.26625,43.91575,-0.0370010440370063,-0.746398607974291,0,1,-1,0,1.08076318878064,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,-0.190977384840146
10.26675,43.91575,-0.0370010440370063,1.41381209134858,0,0,1,0,1.33378379237916,0.281235787178422,1.29750091732569,-1.45634226185064,-0.768728205088505,0,3.0642610772557
10.26725,43.91575,-0.0370010440370063,1.36047355556283,0,0,1,0,0.614747669532739,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,2.23922213834835
10.26775,43.91575,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.233072499198852,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.24932519552266
10.26825,43.91575,-0.0370010440370063,-0.746398607974291,0,1,-1,0,0.30311767611112,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.17928001861039
10.26875,43.91575,-0.0370010440370063,-0.746398607974291,0,0,-1,0,-0.537425427898641,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-3.01982312262015
10.26925,43.91575,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.807599985307459,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-2.28999768002897
10.26975,43.91575,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.486093102797378,0.281235787178422,1.29750091732569,-1.45634226185064,-0.874056765638869,0,-1.04896887219931
10.27025,43.91575,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.775436343623619,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.41582687917068
10.27075,43.91575,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.20357016267934,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.8439606982264
10.27125,43.91575,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.49467016254177,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-1.14572037300529
10.27175,43.91575,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.623324729277131,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-1.01706580626993
10.27225,43.91575,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.271539345040555,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-1.91192988058761
10.26575,43.91525,-0.0370010440370063,-0.746398607974291,0,1,-1,0,2.2615260808605,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,0.98978550723972
10.26625,43.91525,-0.0370010440370063,-0.746398607974291,0,0,0,0,1.04073727925973,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,-0.231003294361054
10.26675,43.91525,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.657503045246638,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,-1.92924361886742
10.26725,43.91525,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.0134472593486,0.281235787178422,1.29750091732569,-1.45634226185064,-0.768728205088505,0,-2.44318067379492
10.26775,43.91525,-0.0370010440370063,-0.746398607974291,0,1,0,0,0.22592502326911,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-0.256472671452401
10.26825,43.91525,-0.0370010440370063,-0.746398607974291,0,1,-1,0,1.29089893680071,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-0.191498757920803
10.26875,43.91525,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.513968216038517,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-0.968429478682994
10.26925,43.91525,-0.0370010440370063,0.133687232490582,0,0,0,0,1.65970873908976,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,1.05739688483312
10.26975,43.91525,-0.0370010440370063,0.187025768276332,0,1,-1,0,1.91844723623287,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,1.36947391776199
10.27025,43.91525,-0.0370010440370063,-0.746398607974291,0,0,0,0,1.7211770749704,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,0.238779380248888
10.27075,43.91525,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.227354605654265,0.281235787178422,1.29750091732569,-1.45634226185064,-0.926721045914051,0,-1.36037164961761
10.27125,43.91525,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.21500611330277,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.85539664884983
10.27175,43.91525,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.391616853461019,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.03200738900808
10.27225,43.91525,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.00772936580401,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.64811990135107
10.26575,43.91475,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.01344731381236,0.281235787178422,1.29750091732569,-1.45634226185064,-0.505406803712594,0,-2.17985932688278
10.26625,43.91475,-0.0370010440370063,1.09378087663408,0,1,-1,0,1.42884513504553,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,1.99728404603312
10.26675,43.91475,-0.0370010440370063,-0.746398607974291,0,1,-1,0,-0.21364474641004,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,-1.48538532003082
10.26725,43.91475,-0.0370010440370063,0.480387715097956,0,0,-1,0,-0.396620173811045,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,-1.44157442435958
10.26775,43.91475,-0.0370010440370063,-0.746398607974291,0,0,0,0,1.30805283471774,0.281235787178422,1.29750091732569,-1.45634226185064,-0.716063924813322,0,-0.0690162994534077
10.26825,43.91475,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.48946919986903,0.281235787178422,1.29750091732569,-1.45634226185064,-0.768728205088505,0,-2.91920261431536
10.26875,43.91475,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.57666840485387,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-3.05906609957538
10.26975,43.91475,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.16783278303063,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-2.65023047775214
10.27025,43.91475,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.47946272270323,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-2.96186041742474
10.27125,43.91475,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.680374946493486,0.281235787178422,1.29750091732569,-1.45634226185064,-0.874056765638869,0,-2.21543692149018
10.27175,43.91475,-0.0370010440370063,-0.746398607974291,0,0,-1,0,0.170174689574692,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.47021584597236
10.27225,43.91475,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.19570795002079,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.83609848556785
10.26525,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.580439873698677,0.281235787178422,1.29750091732569,-1.45634226185064,-0.452742523437412,0,-0.533307859096559
10.26575,43.91425,-0.0370010440370063,-0.746398607974291,0,1,-1,0,-1.46087929615007,0.281235787178422,1.29750091732569,-1.45634226185064,-0.505406803712594,0,-2.62729130922048
10.26625,43.91425,-0.0370010440370063,-0.746398607974291,0,1,-1,0,0.0079270074119706,0.281235787178422,1.29750091732569,-1.45634226185064,-0.505406803712594,0,-1.15848500565845
10.26675,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.235087174199267,0.281235787178422,1.29750091732569,-1.45634226185064,-0.558071083987776,0,-1.45416346754487
10.26725,43.91425,-0.0370010440370063,0.453718447205081,0,0,0,0,-0.510264997494344,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,-0.581888515935753
10.26775,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.48375122457162,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,-2.7554917981924
10.26825,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.99772283403149,0.281235787178422,1.29750091732569,-1.45634226185064,-0.66339964453814,0,-2.32212768792745
10.26875,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.4322893924311,0.281235787178422,1.29750091732569,-1.45634226185064,-0.768728205088505,0,-2.86202280687742
10.26925,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.573094666889,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-3.05549236161051
10.26975,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.60239931921588,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-3.08479701393739
10.27025,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.295970200181378,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.18642749454013
10.27075,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.224365960304653,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.70676365502616
10.27125,43.91425,-0.0370010440370063,-0.746398607974291,0,1,-1,0,1.10792350868496,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-0.374474186036555
10.27175,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.26503844481096,0.281235787178422,1.29750091732569,-1.45634226185064,-0.874056765638869,0,-2.80010041980766
10.27225,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.00864179931929556,0.281235787178422,1.29750091732569,-1.45634226185064,-0.926721045914051,0,-1.57908445595258
10.27275,43.91425,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.463091612758442,0.281235787178422,1.29750091732569,-1.45634226185064,-0.979385326189233,0,-2.1034821483055
10.26475,43.91375,-0.0370010440370063,-0.746398607974291,0,0,1,0,-0.00136473273912217,0.281235787178422,1.29750091732569,-1.45634226185064,-0.452742523437412,0,-0.115112465534358
10.26525,43.91375,-0.0370010440370063,-0.746398607974291,0,1,-1,0,-0.879074744604881,0.281235787178422,1.29750091732569,-1.45634226185064,-0.452742523437412,0,-1.99282247740012
10.26575,43.91375,-0.0370010440370063,-0.746398607974291,0,1,-1,0,-0.460232665986148,0.281235787178422,1.29750091732569,-1.45634226185064,-0.452742523437412,0,-1.57398039878138
10.26625,43.91375,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.851914368807301,0.281235787178422,1.29750091732569,-1.45634226185064,-0.452742523437412,0,-1.96566210160254
10.26675,43.91375,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.39798151340042,0.281235787178422,1.29750091732569,-1.45634226185064,-0.505406803712594,0,-2.56439352647083
10.26725,43.91375,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.15067882993509,0.281235787178422,1.29750091732569,-1.45634226185064,-0.505406803712594,0,-2.31709084300551
10.26775,43.91375,-0.0370010440370063,0.82708819770533,0,0,0,0,-0.660361992018932,0.281235787178422,1.29750091732569,-1.45634226185064,-0.558071083987776,0,-0.30595147968491
10.26825,43.91375,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.879074744604881,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,-2.15081531822566
10.26875,43.91375,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.1363838780756,0.281235787178422,1.29750091732569,-1.45634226185064,-0.66339964453814,0,-2.46078873197157
10.26925,43.91375,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.0572445470128415,0.281235787178422,1.29750091732569,-1.45634226185064,-0.768728205088505,0,-1.37248886743349
10.26975,43.91375,-0.0370010440370063,0.400379911419331,0,0,0,0,-0.6910961603881,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.02671533571599
10.27025,43.91375,-0.0370010440370063,-0.746398607974291,0,1,-1,0,-0.702532056404808,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-2.18492975112632
10.27075,43.91375,-0.0370010440370063,-0.746398607974291,0,0,-1,0,-1.26503844481096,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-3.74743613953247
10.27125,43.91375,-0.0370010440370063,-0.746398607974291,0,1,-1,0,0.148732261785465,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.33366543293604
10.27175,43.91375,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.504546994879274,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.98694468960078
10.27225,43.91375,-0.0370010440370063,-0.746398607974291,0,0,0,0,-1.13495440461798,0.281235787178422,1.29750091732569,-1.45634226185064,-0.768728205088505,0,-2.56468781906431
10.27275,43.91375,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.40305285854821,0.281235787178422,1.29750091732569,-1.45634226185064,-0.926721045914051,0,-1.99077911382008
10.26475,43.91325,-0.0370010440370063,-0.746398607974291,0,1,0,0,1.41097644522117,0.281235787178422,1.29750091732569,-1.45634226185064,-0.347413962887048,0,1.4025572729763
10.26525,43.91325,-0.0370010440370063,-0.746398607974291,0,0,1,0,-0.78758708543962,0.281235787178422,1.29750091732569,-1.45634226185064,-0.452742523437412,0,-0.901334818234856
10.26575,43.91325,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.863350319287775,0.281235787178422,1.29750091732569,-1.45634226185064,-0.452742523437412,0,-1.97709805208301
10.26625,43.91325,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.763285656271384,0.281235787178422,1.29750091732569,-1.45634226185064,-0.452742523437412,0,-1.87703338906662
10.26675,43.91325,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.750420177869521,0.281235787178422,1.29750091732569,-1.45634226185064,-0.452742523437412,0,-1.86416791066476
10.26725,43.91325,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.170045098924261,0.281235787178422,1.29750091732569,-1.45634226185064,-0.505406803712594,0,-1.33645711199468
10.26775,43.91325,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.500258574792308,0.281235787178422,1.29750091732569,-1.45634226185064,-0.505406803712594,0,-1.66667058786273
10.26825,43.91325,-0.0370010440370063,-0.746398607974291,0,0,0,0,-0.797593507998707,0.281235787178422,1.29750091732569,-1.45634226185064,-0.558071083987776,0,-2.01666980134431
10.26875,43.91325,-0.0370010440370063,-0.746398607974291,0,1,0,0,1.18225721546942,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,0.910516641848637
10.26925,43.91325,-0.0370010440370063,-0.746398607974291,0,1,-1,0,2.4559375133487,0.281235787178422,1.29750091732569,-1.45634226185064,-0.610735364262958,0,1.18419693972792
10.26975,43.91325,-0.0370010440370063,-0.746398607974291,0,1,-1,0,0.376022017793697,0.281235787178422,1.29750091732569,-1.45634226185064,-0.716063924813322,0,-1.00104711637745
10.27075,43.91325,-0.0370010440370063,-0.746398607974291,0,1,0,0,-1.30863806427864,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-1.79103575900015
10.27125,43.91325,-0.0370010440370063,-0.746398607974291,0,0,-1,0,-0.0299546364580912,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-2.5123523311796
10.27175,43.91325,-0.0370010440370063,-0.746398607974291,0,0,0,0,0.670498113298285,0.281235787178422,1.29750091732569,-1.45634226185064,-0.821392485363687,0,-0.811899581423225
